ID,Código,Descrição,Unidade,NCM,Origem,Preço,Valor IPI fixo,Observações,Situação,Estoque,Preço de custo,Cód. no fornecedor,Fornecedor,Localização,Estoque máximo,Estoque mínimo,Peso líquido (Kg),Peso bruto (Kg),GTIN/EAN,GTIN/EAN da Embalagem,Largura do produto,Altura do Produto,Profundidade do produto,Data Validade,Descrição do Produto no Fornecedor,Descrição Complementar,Itens p/ caixa,Produto Variação,Tipo Produção,Classe de enquadramento do IPI,Código na Lista de Serviços,Tipo do item,Grupo de Tags/Tags,Tributos,Código Pai,Código Integração,Grupo de produtos,Marca,CEST,Volumes,Descrição Curta,Cross-Docking,URL Imagens Externas,Link Externo,Meses Garantia no Fornecedor,Clonar dados do pai,Condição do Produto,Frete Grátis,Número FCI,Vídeo,Departamento,Unidade de Medida,Preço de Compra,Valor base ICMS ST para retenção,Valor ICMS ST para retenção,Valor ICMS próprio do substituto,Categoria do produto,Informações Adicionais
8314736867,2,Suporte Espelho,UN,44219900,0,1999,0,,Ativo,"0,00",1037,"	0011052300003",P&J IND. E COM. ATACADISTA,,0,100,0,0,7.89996E+12,7.89996E+12,0,0,0,,SUPORTE PARA ESPELHO ADNET PQ TAB,,0,,Própria,,,,,0,"	",0,,,28.061.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,0,0,0,0,Acessórios para Móveis (Tray)>>Rodinhas,
13022158262,3,"parafuso bucha 6 ( 3,9 x32 )",UN,73181400,0,40,0,,Ativo,"1.570,00",9,"	301491",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,0,0,0,7.89842E+12,7.89842E+12,0,0,0,,"PF A.ATARR PN PH 3,9x32",,0,Produto,Própria,,,,,0,"	",0,,,10.058.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Centímetro,16,0,0,0,,
8314646461,4,"Chaleira Aço Inox 2,5L Mor",UN,3405.30.00,0,13999,0,,Ativo,"2,00",6238,"	007704",METALURGICA MOR S.A - MATRIZ,,0,100,0,0,,,0,0,0,,"CHALEIRA AÇO INOX 2,5L MATTINA MISTA",,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,5858,0,0,0,Acessórios Automotivos,
8315558505,5,Vedante de Porta 70cm parafusar,UN,76042920,0,3990,0,,Ativo,"5,00",1805,"	131010",SECALUX COMERCIO E INDUSTRIA LTDA,,0,200,0,0,7.89621E+12,7.89621E+12,0,0,0,,"VEDA PORTA - ALUMINIO - 0,70M",,0,Produto,Própria,,,,,0,"	",0,,,,0,"<p>VEDANTE PARA PORTA DE 70cm - SECALUX <br />VEDANTE PARA PORTA DE 70cm - SECALUX <br /><br />  <br /><br />  <br /><br /> Protege contra entrada de agua de chuva, insetos, poeira, baratas, aranhas, pequenos ratos, etc <br /><br />  <br /><br /> Fabricado em alumínio e borracha. <br /><br />  <br /><br /> Não resseca. <br /><br />  <br /><br /> Você mesmo instala, fácil instalação. <br /><br />  <br /><br />  <br /><br />CONTEÚDO DA EMBALAGEM:  <br /><br />  <br /><br /> 1 Vedante de porta <br /><br /> Parafusos para instalação</p>",0,"	",,0,NÃO,NOVO,NÃO,,,,Metros,1569,0,0,0,"Ferragens (Tray)>>Cadeados, Fechaduras e Veda-portas",
8315270951,6,Porta Shampoo Acrílico,UN,7604.29.20,0,3299,0,,Ativo,"2,00",1490,"	",RODRIGO VIDAL DA CUNHA FORNECEDOR,,0,500,0,0,,,0,0,0,,Porta shampoo acrílico ,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,925,0,0,0,Cortinas e Acessórios (Tray),
8315270953,7,Ventilador De Mesa 40cm 127V Ventisol,UN,84145110,0,22990,0,,Ativo,"2,00",12670,"	550",VENTISOL INDUSTRIA E COMERCIO S. A.,,0,300,0,0,7.89846E+12,7.89846E+12,0,0,0,,VENTILADOR OSC MESA TURBO 6P 40CM PR 127V PREMIUM,,0,,Própria,,,,,0,"	",0,,,21.088.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,9861,0,0,0,Cortinas e Acessórios (Tray),
8315558507,8,Bucha 6mm Plástica,UN,39259090,0,20,0,,Ativo,"873,00",2,"	128546",FERRAGENS NEGRAO COM LTDA - MG,,0,200,0,0,,,0,0,0,,BUCHA 06ABA 1000PC PLAST PAREDE MACICA - USAF,,0,,Própria,,,,,0,"	",0,,,10.017.00,0,,0,"	https://http2.mlstatic.com/D_NQ_NP_2X_863951-MLB26028369202_092017-F.webp",,0,NÃO,NOVO,NÃO,,,,Metros,1,0,0,0,Ferragens (Tray),
8315558508,9,Bucha 8mm Plástica,UN,39259090,0,35,0,,Ativo,"1.331,00",4,"	300505",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,200,0,0,7.89836E+12,7.89836E+12,0,0,0,,BUCHA PLASTICA C/ANEL 8,,0,Produto,Própria,,,,,0,"	",0,,,10.017.00,0,,0,"	https://images.tcdn.com.br/img/img_prod/694151/90_bucha_s_comum_plastica_com_aba_08_18559_1_abfeacbd532baea252b3effd4c6941c2.jpg",,0,NÃO,NOVO,NÃO,,,,Metros,17,0,0,0,Ferragens (Tray),
8342169634,10,Bucha 10mm Plástica,UN,39259090,0,40,0,,Ativo,"336,00",20,"	4885",TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A,,0,5000,0,0,,,0,0,0,,4885,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,20,0,0,0,,
8319210905,11,Cabide Inox Pequeno,UN,7907.00.90,0,290,0,,Ativo,"45,00",124,"	50.03.0001-03",Industria e Comercio de Puxadores Criativa Ltda,,0,1000,0,0,7.89961E+12,7.89961E+12,0,0,0,,CABIDE ZAMAC PEQUENO SIMPLES CROMADO,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,146,0,0,0,Organização e Arrumação (Tray),
8319515804,12,"Antena Interna - 2,5 Metros de Cabo - Aquário",UN,39241000,0,3990,0,,Ativo,"4,00",1900,"	3979",Lider Distribuidora,,0,100,0,0,7.89813E+12,,0,0,0,,ANTENA INTERNA AQUARIO 5X1 DTV-100P,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1900,0,0,0,Eletroeletrônicos (Tray),
8315270958,13,Argola Grande Creme,UN,3917.40.90,0,45,0,,Ativo,"0,00",11,"	16PP-011",BELLA ARTE DECOR LTDA,,0,1000,0,0,,,0,0,0,,16PP-011,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,11,0,0,0,Cortinas e Acessórios (Tray),
8315558518,14,Parafuso com Porca Tamanhos,UN,7415.33.00,0,60,0,,Ativo,"-1,00",24,"	2531 2541",COMPLETA COMERCIO DE FERRAGENS E UTILIDADES EIRELI,,0,1000,0,0,,,0,0,0,,2531 2541,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,24,0,0,0,Ferragens (Tray),
8319515806,16,Extensao 5Mts,UN,8544.42.00,0,4590,0,,Ativo,"1,00",2203,"	066941",TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A,,0,400,0,0,7.89959E+12,7.89959E+12,0,0,0,,EXTENSAO 05M PP 2P+T 3SAIDA NATICO,,0,,Própria,,,,,0,"	",0,,,12.007.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1967,0,0,0,Eletroeletrônicos (Tray),
8314736871,17,Fechadura Gaveta com Tambor Curto 22mm,UN,83013000,0,999,0,,Ativo,"4,00",310,"	21812",JJI COMERCIO ATACADISTA LTDA,,0,1000,0,0,,,0,0,0,,FECHADURA 22MM - TIPO A C/ BATENTE,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,279,0,0,0,Acessórios para Móveis (Tray)>>Rodinhas,
8315558520,18,Gancho Rede,UN,8302.41.00,0,899,0,,Ativo,"5,00",379,"	054149",TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A,,0,400,10,30,7.89843E+12,7.89843E+12,550,1000,550,,GANCHO REDE PARAF.C12PAR SILVANA,"<p><span style=""font-family: Arial; font-size: 18.6667px;"">Eleve o nível de conforto e estilo ao pendurar sua rede com o Gancho para Rede Zincado Cromado. Com sua durabilidade e acabamento elegante, você desfrutará de momentos relaxantes com total tranquilidade. Adquira o seu gancho hoje mesmo e renove sua experiência de descanso.</span></p>",100,,Própria,,,,,0,"	",0,,Tambasa,,1,"<div style=""font-family: Arial; font-size: 14pt;"">
<p>O Gancho para Rede Zincado Cromado combina funcionalidade e estilo para melhorar sua experiência de relaxamento. Feito com materiais de alta qualidade, este gancho é resistente e projetado para durar, tornando-o a escolha ideal para suspender sua rede com segurança.</p>
<p>------------------------------------------</p>
<p><strong>Características do Produto:</strong></p>
<p> </p>
<p>Tipo: Gancho para Rede</p>
<p>Acabamento: Zincado Cromado</p>
<p> </p>
<p>------------------------------------------</p>
<p><strong>Conteúdo da Embalagem:</strong></p>
<p> </p>
<p>1 x Gancho para Rede Zincado Cromado</p>
<p> </p>
<p>------------------------------------------</p>
<p><strong>Perguntas Frequentes:</strong></p>
<p> </p>
<p>1. Qual é o peso máximo suportado por este gancho?</p>
<p>R: Este gancho para rede é projetado para suportar até [Inserir o Peso Máximo Suportado] de peso, proporcionando segurança e confiabilidade.</p>
<p> </p>
<p>2. Como faço para instalar o gancho na parede ou teto?</p>
<p>R: A instalação é simples. Use parafusos adequados para sua superfície (parede, teto etc.) e certifique-se de que o gancho esteja bem fixado para garantir segurança.</p>
<p> </p>
<p>3. Posso usar este gancho para outros fins além de redes?</p>
<p>R: Embora seja projetado para redes, este gancho também pode ser usado para pendurar outros itens leves, como plantas suspensas ou decorações.</p>
<p> </p>
<p>4. O acabamento cromado requer cuidados especiais?</p>
<p>R: Não, o acabamento cromado é resistente à corrosão e não requer cuidados especiais. Basta limpar conforme necessário.</p>
<p> </p>
<p>5. Este gancho é adequado para uso externo?</p>
<p>R: Sim, este gancho é adequado para uso tanto em ambientes internos quanto externos, tornando-o versátil para suas necessidades de suspensão.</p>
<p> </p>
<p>------------------------------------------</p>
<p>Eleve o nível de conforto e estilo ao pendurar sua rede com o Gancho para Rede Zincado Cromado. Com sua durabilidade e acabamento elegante, você desfrutará de momentos relaxantes com total tranquilidade. Adquira o seu gancho hoje mesmo e renove sua experiência de descanso.</p>
</div>",0,"	https://www.efacil.com.br/wcsstore/ExtendedSitesCatalogAssetStore/Imagens/360/3100362_01.jpg",,0,NÃO,NOVO,NÃO,,,,Metros,339,0,0,0,Ferragens (Tray),
8315558521,19,Gancho Zincado com Bucha 8mm,UN,73181300,0,99,0,,Ativo,"21,00",41,"	301026",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,600,0,0,7.89895E+12,7.89895E+12,0,0,0,,GANCHO S/BUCHA  8,,0,Produto,Própria,,,,,0,"	",0,,,10.058.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,51,0,0,0,Ferragens (Tray),
8315558522,20,Gancho Zincado com Bucha 10mm,UN,7318.19.00,0,110,0,,Ativo,"0,00",63,"	201027",,,0,2000,0,0,,,0,0,0,,201027,,0,Produto,Própria,,,,,0,"	",0,,,,0,,,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,50,0,0,0,Ferragens (Tray),
8315558523,21,Escápula 8mm,UN,7318.13.00,0,70,0,,Ativo,"47,00",30,"	301022",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,100,0,0,,,0,0,0,,ESCAPULA S/BUCHA 8,,0,,Própria,,,,,0,"	",0,,,10.058.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,30,0,0,0,Ferragens (Tray),
8315652631,22,"Alicate Corte 6""",UN,82032010,0,2999,0,,Ativo,"0,00",1539,"	4822 4823",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,300,0,0,7.89866E+12,7.90803E+12,0,0,0,,4822 4823,,0,Produto,Própria,,,,,0,"	",0,,,08.008.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1333,0,0,0,Ferramentas,
8332452348,23,Flanela Algodao,UN,6307.10.00,0,499,0,,Ativo,"8,00",173,"	2483",BARTOFIL DISTRIBUIDORA SA,,0,0,0,0,7.89804E+12,,0,0,0,,FLANELA ALGODAO 28X50CM LRJ VASSOURA CARLA,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,173,0,0,0,,
8332452349,24,Silicone PU Construção 400G  Preto,UN,35069190,0,2590,0,,Ativo,"2,00",1050,"	404342",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,0,0,0,7.36532E+11,7.36532E+11,0,0,0,,PU CONSTRUÇÃO 400G PRETO,,0,,Própria,,,,,0,"	",0,,,28.043.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1190,0,0,0,,
8314736878,25,Trilho Telescópico 250mm Light,UN,8302.42.00,0,1299,0,,Ativo,"15,00",607,"	030045006",JJI COMERCIO ATACADISTA LTDA,,0,400,20,40,7.89315E+12,7.89315E+12,100,310,2500,,TRILHO TELESC 35 TRACK 250MM,"<p><span style=""font-family: Arial; font-size: 18.6667px;"">Transforme suas gavetas com o Trilho Telescópico 250mm Light, ideal para quem busca funcionalidade, durabilidade e um acabamento de qualidade superior em seus móveis.</span></p>",100,,Terceiros,,,,,0,"	",0,,Monta Tudo,,1,"<p style=""font-family: Arial; font-size: 18.6667px;"">Trilho Telescópico 250mm Light - Amplie a Funcionalidade de Suas Gavetas</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">----------------------------------------------------------------</p>
<p style=""font-family: Arial; font-size: 18.6667px;""><strong>Características do Produto:</strong></p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Comprimento do Trilho Fechado: 25cm</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Comprimento do Trilho Aberto: 50cm</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Largura: 3,1cm</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Espessura: 1cm</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Capacidade de Carga: Até 25kg</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Material: Com acabamento zincado para maior resistência à corrosão</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Aplicação: Ideal para gavetas em cozinhas, banheiros, escritórios e outros móveis que requerem movimento suave e extensão total</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">----------------------------------------------------------------</p>
<p style=""font-family: Arial; font-size: 18.6667px;""><strong>Conteúdo da Embalagem:</strong></p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">1 x par de Trilhos Telescópicos 250mm Light com Capacidade de Carga de até 25kg</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">----------------------------------------------------------------</p>
<p style=""font-family: Arial; font-size: 18.6667px;""><strong>Perguntas Frequentes:</strong></p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">1. Os trilhos suportam realmente até 25kg?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: Sim, esses trilhos são projetados para suportar até 25kg, garantindo estabilidade e segurança para suas gavetas.</p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">2. Qual é o acabamento dos trilhos?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: Os trilhos têm acabamento zincado, o que proporciona uma proteção extra contra a corrosão e aumenta a durabilidade do produto.</p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">3. Como medir corretamente para instalar os trilhos?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: É importante medir o espaço interno da gaveta e o móvel onde será instalado, garantindo que o comprimento fechado de 25cm e aberto de 50cm se ajuste perfeitamente.</p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">4. Posso instalar os trilhos em qualquer tipo de móvel?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: Sim, desde que as dimensões e a capacidade de carga sejam compatíveis com as necessidades do móvel.</p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">5. É necessário alguma manutenção especial?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: Recomenda-se uma verificação e limpeza periódica para garantir o bom funcionamento e a longevidade dos trilhos.</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">----------------------------------------------------------------</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Transforme suas gavetas com o Trilho Telescópico 250mm Light, ideal para quem busca funcionalidade, durabilidade e um acabamento de qualidade superior em seus móveis.</p>",0,"	",,0,NÃO,NOVO,NÃO,,,,Centímetro,499,0,0,0,Acessórios para Móveis (Tray)>>Corrediças,
8314736880,26,Parafuso Cama 5/16X120,UN,7318.15.00,0,190,0,,Ativo,"4,00",40,"	4026",TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A,,0,2000,0,0,,,0,0,0,,4026,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,40,0,0,0,Acessórios para Móveis (Tray),
8314736883,27,Parafuso Cama 5/16X110,UN,7318.15.00,0,299,0,,Ativo,"6,00",134,"	048.196.046",COMPLETA COMERCIO DE FERRAGENS E UTILIDADES EIRELI,,0,1000,0,0,7.89996E+12,7.89996E+12,0,0,0,,PF CAMA FENDA 5/16X110 BIC,,0,,Própria,,,,,0,"	",0,,,10.058.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,114,0,0,0,Acessórios para Móveis (Tray),
13026984281,28,Descascador de Alho,UN,4101.50.10,0,699,0,,Ativo,"9,00",232,"	MG1063",MGV Importadora e Comercial LTDA -EPP,,0,0,0,0,,,0,0,0,,DESCASCADOR DE ALHO MG1063 - MG010,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NOVO,NÃO,,,,Centímetro,226,0,0,0,,
8315558526,29,Porta Cadeado Zinc 3.5 Pol. Zin Metal,UN,8301.40.00,0,1290,0,,Ativo,"1,00",603,"	0008026400002",P&J IND. E COM. ATACADISTA,,0,200,0,0,,,0,0,0,,FECHO PORTA CADEADO 31/2 ZIN METAL,,0,Produto,Própria,,,,,0,"	",0,,,10.075.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,0,0,0,0,Ferragens (Tray),
13027033039,30,Timer Culinário,UN,8517.18.91,0,2790,0,,Ativo,"2,00",1274,"	MG1095",MGV Importadora e Comercial LTDA -EPP,,0,0,0,0,,,0,0,0,,TIMER CULINÁRIO MG1095 - MG581,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NOVO,NÃO,,,,Centímetro,1240,0,0,0,,
8315558530,31,Gancho Zincado com Bucha 6mm,UN,73181300,0,59,0,,Ativo,"5,00",26,"	301025",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,1000,0,0,7.89895E+12,7.89895E+12,0,0,0,,GANCHO S/BUCHA 6,,0,Produto,Própria,,,,,0,"	",0,,,10.058.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,36,0,0,0,Ferragens (Tray),
8332452374,32,Luminaria De Led  18W 6500K Pequena,UN,9405.11.90,0,2790,0,,Ativo,"0,00",1287,"	861-46524",DIME COMERCIO IMPORTACAO E EXPORTACAO LTDA.,,0,0,0,0,,,0,0,0,,LUMINARIA LED SLIM 18W 6.500K GUEPAR,,0,,Própria,,,,,0,"	",0,,,21.123.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1609,0,0,0,,
8315652634,33,Trena 3 Metros,UN,9017.80.10,0,1990,0,,Ativo,"3,00",790,"	5977",P5 Distribuidora Ltda - Me,,0,200,0,0,,,0,0,0,,TRENA PROFISSIONAL TRANSPARENTE 3M 25MM TROYA TRY-9300 TRAVA E MOLA,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,7000,0,0,0,Ferramentas,
8315558531,34,"Trinco/Ferrolho Zinc 4""",UN,8301.40.00,0,999,0,,Ativo,"6,00",439,"	54323",TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A,,0,200,0,0,,,0,0,0,,FERROLHO CHATO S/PORT CAD.ZIN.4 SI,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,392,0,0,0,Ferragens (Tray),
8315652639,35,Broca Concreto 6mm,UN,82075011,0,899,0,,Ativo,"4,00",415,"	300795",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,200,0,0,7.89895E+12,7.89895E+12,0,0,0,,BROCA VIDEA 6MM,,0,Produto,Própria,,,,,0,"	",0,,,08.013.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,290,0,0,0,Ferramentas,
8315652642,36,Broca Concreto 6mm - Irwin,UN,82075011,0,1199,0,,Ativo,"5,00",564,"	005407",TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A,,0,200,0,0,7.8971E+12,7.8971E+12,0,0,0,,"BROCA VIDEA CONCR/PED. 6,0MM IRC10",,0,Produto,Própria,,,,,0,"	",0,,,08.013.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,442,0,0,0,Ferramentas,
8315652643,37,Broca Concreto 8mm - Irwin,UN,7907.00.90,0,1890,0,,Ativo,"3,00",836,"	005411",TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S/A,,0,200,0,0,7.8971E+12,7.8971E+12,0,0,0,,"BROCA VIDEA CONCR/PED. 8,0MM IRC10",,0,Produto,Própria,,,,,0,"	",0,,,01.999.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,791,0,0,0,Ferramentas,
8319210911,38,Organizador 3 Andares Branco,UN,94032090,0,9590,0,,Ativo,"1,00",4386,"	2024",ARTHI COMERCIAL LTDA,,0,200,0,0,7.89781E+12,7.89781E+12,0,0,0,,ORGANIZADOR TRIPLO DE CHAO - ACABAMENTO EM POLIESTER,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	https://lojastodacasa.com.br/wp-content/uploads/2021/04/7ca1a1fc488d75d715bea9234b5813ee.jpg",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,4248,0,0,0,Organização e Arrumação (Tray),
8319515808,39,Ducha 127V Advanced Multtemperaturas 5500W,UN,8516.10.00,0,18890,0,,Ativo,"1,00",9431,"	7510504",LORENZETTI S.A. INDUSTRIAS BRASILEIRAS ELETROMETALURGICAS,,0,200,0,0,,,0,0,0,,7510504,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,7291,0,0,0,Eletroeletrônicos (Tray),
8319515810,40,"Fusivel 3,4,5 E 10 Amperes",UN,8302.42.00,0,200,0,,Ativo,"63,00",24,"	750,751,752,753",Lider Distribuidora,,0,1000,0,0,,,0,0,0,,FUSIVEL DE VIDRO PEQUENO 5 AMP C/100,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,24,0,0,0,Eletroeletrônicos (Tray),
8315270961,41,Suporte Cortina Tabaco Duplo Fino+Grosso,UN,3917.40.90,0,1499,0,,Ativo,"1,00",582,"	6CP-007",BELLA ARTE DECOR LTDA,,0,1000,0,0,,,0,0,0,,SUP. MEDIO/GROSSO COMPACTO PP-IMBUIA,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,567,0,0,0,Cortinas e Acessórios (Tray),
8319247063,42,Prateleira 50X20 Tabaco,UN,9403.30.00,0,2690,0,,Ativo,"0,00",1352,"	9602",BEMFIXA INDUSTRIAL LTDA,,0,100,0,0,,,0,0,0,,9602,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1176,0,0,0,"Prateleiras, Trilhos e Suportes (Tray)",
8332452395,43,Silicone PU Construção 420G  Branco,UN,3506.10.90,0,2290,0,,Ativo,"1,00",1050,"	407226",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,0,0,0,7.36532E+11,7.36532E+11,0,0,0,,PU CONSTRUÇÃO 400G BRANCO,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1050,0,0,0,,
8319247064,44,Prateleira 50X25 Tabaco,UN,94036000,0,3990,0,,Ativo,"3,00",1926,"	9966",BEMFIXA INDUSTRIAL LTDA,,0,200,0,0,7.89669E+12,7.89669E+12,0,0,0,,PRAT.50X25 NOGUEIRA FF,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1344,0,0,0,"Prateleiras, Trilhos e Suportes (Tray)",
8332452404,45,Pulverizador Plastico MG230,UN,3924.90.00,0,990,0,,Ativo,"1,00",343,"	MG230",MGV Importadora e Comercial LTDA -EPP,,0,600,0,0,,,0,0,0,,GARRAFA DE SPARY MG230,,0,,Própria,,,,,0,"	",0,,,20.040.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,326,0,0,0,,
8319247065,46,Prateleira 60X20 Branca,UN,9403.30.00,0,4490,0,,Ativo,"0,00",2066,"	9620",BEMFIXA INDUSTRIAL LTDA,,0,100,0,0,7.89669E+12,,0,0,0,,PRAT.60X20  BCA. BP,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1371,0,0,0,"Prateleiras, Trilhos e Suportes (Tray)",
8319247066,47,Prateleira 60X20 Tabaco,UN,9403.30.00,0,3990,0,,Ativo,"3,00",1841,"	9967",BEMFIXA INDUSTRIAL LTDA,,0,100,0,0,,,0,0,0,,PRAT.60X20 NOGUEIRA FF,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1755,0,0,0,"Prateleiras, Trilhos e Suportes (Tray)",
